%dir	flowInd	flowStat	timeFirst	timeLast	duration	numHdrDesc	numHdrs	hdrDesc	srcMac	dstMac	ethType	vlanID	srcIP	srcIPCC	srcIPOrg	srcPort	dstIP	dstIPCC	dstIPOrg	dstPort	l4Proto	macStat	macPairs	srcMac_dstMac_numP	srcMacLbl_dstMacLbl	dstPortClassN	dstPortClass	numPktsSnt	numPktsRcvd	numBytesSnt	numBytesRcvd	minPktSz	maxPktSz	avePktSize	stdPktSize	minIAT	maxIAT	aveIAT	stdIAT	pktps	bytps	pktAsm	bytAsm	tcpFStat	ipMindIPID	ipMaxdIPID	ipMinTTL	ipMaxTTL	ipTTLChg	ipToS	ipFlags	ipOptCnt	ipOptCpCl_Num	ip6OptCntHH_D	ip6OptHH_D	tcpISeqN	tcpPSeqCnt	tcpSeqSntBytes	tcpSeqFaultCnt	tcpPAckCnt	tcpFlwLssAckRcvdBytes	tcpAckFaultCnt	tcpBFlgtMx	tcpInitWinSz	tcpAveWinSz	tcpMinWinSz	tcpMaxWinSz	tcpWinSzDwnCnt	tcpWinSzUpCnt	tcpWinSzChgDirCnt	tcpWinSzThRt	tcpFlags	tcpAnomaly	tcpOptPktCnt	tcpOptCnt	tcpOptions	tcpMSS	tcpWS	tcpMPTBF	tcpMPF	tcpMPAID	tcpMPDSSF	tcpTmS	tcpTmER	tcpEcI	tcpUtm	tcpBtm	tcpSSASAATrip	tcpRTTAckTripMin	tcpRTTAckTripMax	tcpRTTAckTripAve	tcpRTTAckTripJitAve	tcpRTTSseqAA	tcpRTTAckJitAve	tcpStatesAFlags	icmpStat	icmpTCcnt	icmpBFTypH_TypL_Code	icmpTmGtw	icmpEchoSuccRatio	icmpPFindex	connSip	connDip	connSipDip	connSipDprt	connF	connG	connNumPCnt	connNumBCnt
A	5	0x0400000000004000	1652004921.314621990	1652004948.968957238	27.654335248	1	3	eth:ipv4:tcp	08:00:27:f6:0b:83	08:00:27:50:4c:14	0x0800		192.168.2.92	07	"Private network"	1045	192.168.2.87	07	"Private network"	80	6	0x00	1	08:00:27:f6:0b:83_08:00:27:50:4c:14_86	PcsSystem,US_PcsSystem,US	80	http	86	129	8301	404029	0	2704	96.52325	345.1532	0	9.441665	0.3215621	1.478706	3.10982	300.1699	-0.2	-0.9597361	0x0931	1	1005	128	128	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2034288061	85	8301	0	85	404029	0	2704	64240	44371.86	0	64240	53	20	45	0.01162791	0x051f	0x0000	1	4	0x00000016	1460	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	4.096e-05	5.248e-06	9.389864	0.223131	1.20662	0.00143808	0	0x42	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	1	2	2	2	1	88	8301
B	5	0x0400000000004001	1652004921.314662953	1652004948.967596935	27.652933982	1	3	eth:ipv4:tcp	08:00:27:50:4c:14	08:00:27:f6:0b:83	0x0800		192.168.2.87	07	"Private network"	80	192.168.2.92	07	"Private network"	1045	6	0x00	1	08:00:27:50:4c:14_08:00:27:f6:0b:83_129	PcsSystem,US_PcsSystem,US	80	http	129	86	404029	8301	0	13140	3132.008	3268.722	0	9.389806	0.2143638	1.207368	4.664966	14610.71	0.2	0.9597361	0x0011	1	32594	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	852398253	129	404029	0	129	8301	0	37960	64240	62841.28	62780	64240	2	0	0	0	0x031b	0x0000	1	4	0x00000016	1460	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.00139712	0.000135616	0.1831848	0.01387498	0.02916544	0.2370059	1.206972	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	1	1	1	1	1	133	414160
A	3	0x0000000000000044	1652004921.295289751	1652004921.295289751	0.000000000	1	2	eth:arp	08:00:27:f6:0b:83	ff:ff:ff:ff:ff:ff	0x0806		-	-	"-"	0	-	-	"-"	0	0	0x00	1	08:00:27:f6:0b:83_ff:ff:ff:ff:ff:ff_1	PcsSystem,US_Broadcast	0	unknown	1	0	46	0	46	46	46	46	0	0	0	0	0	0	1	1	0x0000	65535	0	0	0	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0	0	0	0	0	0	0	0
A	4	0x0000000000000044	1652004921.295295421	1652004921.295295421	0.000000000	1	2	eth:arp	08:00:27:50:4c:14	08:00:27:f6:0b:83	0x0806		-	-	"-"	0	-	-	"-"	0	0	0x00	1	08:00:27:50:4c:14_08:00:27:f6:0b:83_1	PcsSystem,US_PcsSystem,US	0	unknown	1	0	28	0	28	28	28	28	0	0	0	0	0	0	1	1	0x0000	65535	0	0	0	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	0	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0	0	0	0	0	0	0	0
A	2	0x0400000000004000	1652004921.293356776	1652004921.304384847	0.011028071	1	3	eth:ipv4:tcp	08:00:27:50:4c:14	08:00:27:f6:0b:83	0x0800		192.168.2.87	07	"Private network"	45035	192.168.2.92	07	"Private network"	912	6	0x00	1	08:00:27:50:4c:14_08:00:27:f6:0b:83_4	PcsSystem,US_PcsSystem,US	912	apex-mesh	4	2	10131	0	0	7240	2532.75	3627.87	0	0.007205243	0.002757018	0.003667982	362.7108	918655.7	0.3333333	1	0x0a13	1	5	64	64	0	0x00	0x0840	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1081667500	3	7240	0	3	0	0	7240	64240	64250.51	64240	64256	0	1	1	0	0x011b	0x0000	4	14	0x0000011e	1460	128	0x0000	0x00	0	0x00	32987581	0	0.001	32987.582567	1651971933.4017785317	0.00360496	0.002624832	0.00360496	0.003114896	0.000693055	0.00362048	0	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	1	2	2	2	1	133	414160
B	2	0x0400000000004001	1652004921.296961720	1652004921.307009652	0.010047932	1	3	eth:ipv4:tcp	08:00:27:f6:0b:83	08:00:27:50:4c:14	0x0800		192.168.2.92	07	"Private network"	912	192.168.2.87	07	"Private network"	45035	6	0x00	1	08:00:27:f6:0b:83_08:00:27:50:4c:14_2	PcsSystem,US_PcsSystem,US	912	apex-mesh	2	4	0	10131	0	0	0	0	0	0.01004793	0.005023966	0.007104961	199.0459	0	-0.3333333	-1	0x0213	4	4	128	128	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	149576803	2	0	0	2	10132	0	0	64240	63807.1	62797	64240	1	0	0	0	0x0212	0x3000	2	12	0x0000011e	1460	1	0x0000	0x00	0	0x00	5432	32987581	0.001	5.432000	1652004915.4170976690	1.552e-05	1.552e-05	0.007423104	0.003668728	0.004386741	0.006783624	0.004441151	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	1	1	1	1	1	89	8502
A	6	0x0400000000004000	1652004922.536212044	1652004937.554530934	15.018318890	1	3	eth:ipv4:udp	14:eb:b6:85:16:04	ff:ff:ff:ff:ff:ff	0x0800		192.168.2.86	07	"Private network"	137	192.168.2.255	07	"Private network"	137	17	0x00	1	14:eb:b6:85:16:04_ff:ff:ff:ff:ff:ff_6	-_Broadcast	137	netbios-ns	6	0	300	0	50	50	50	20.41241	0	12.01495	2.503053	4.909427	0.3995121	19.97561	1	1	0x0001	1	1	128	128	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	2	1	1	1	1	6	300
A	1	0x0000000000000024	1652004919.455465808	1652004951.486255162	32.030789354	1	2	eth:lldp	14:eb:b6:85:16:04	01:80:c2:00:00:0e	0x88cc		-	-	"-"	0	-	-	"-"	0	0	0x00	1	14:eb:b6:85:16:04_01:80:c2:00:00:0e_5	-_NearestBr	0	unknown	5	0	725	0	145	145	145	64.84597	0	8.008222	6.406158	4.272917	0.1560998	22.63447	1	1	0x0000	65535	0	0	0	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0	0	0	0	0	0	0	0
A	7	0x0400000000004000	1652004952.009678091	1652004952.009678091	0.000000000	1	3	eth:ipv4:udp	08:00:27:f6:0b:83	ff:ff:ff:ff:ff:ff	0x0800		192.168.2.92	07	"Private network"	138	192.168.2.255	07	"Private network"	138	17	0x00	1	08:00:27:f6:0b:83_ff:ff:ff:ff:ff:ff_1	PcsSystem,US_Broadcast	138	netbios-dgm	1	0	201	0	201	201	201	201	0	0	0	0	0	0	1	1	0x0001	65535	0	128	128	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0x0000	0x0000	0	0	0x00000000	0	1	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0	65535	0	0	0	0	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	1	1	1	1	1	1	89	8502
