ID_regla	severity	severity_number	Nombre_regla	thread_category	prot	src_ip	dst_ip	log_subtype	extra_data
IEC-60870-5-104 Traffic Detection(92546)	informational	1	IEC-60870-5-104 Traffic Detection(92546)	protocol-anomaly	tcp	192.168.1.129	192.168.1.130	vulnerability	
