ID_regla	severity	severity_number	Nombre_regla	thread_category	prot	src_ip	dst_ip	log_subtype	extra_data
Allen Bradley Micrologix Information Disclosure Vulnerability(90215)	medium	3	Allen Bradley Micrologix Information Disclosure Vulnerability(90215)	info-leak	tcp	192.168.0.142	192.168.0.64	vulnerability	
